question,label
annoying warning message debugger,1
javascript native development interdependency?,1
way control ripple duration touchablenativefeedback??,1
"dev=true, j packager should't ‘whole program optimisations’ j file changed",1
android reload slow,1
websocket connection debugging leak memory io device [0.15],1
"problem io ""integrating existing apps"" documentation",1
release apk can't run android,1
reactnative custom port support,1
error building dependencygraph:,1
enable `babel-plugin-transform-es2015-function-name`,1
[appstateios] still report active even behind notification view,1
documentation navigatornavigationbar?,1
best practice force update another ui component?,1
get position component,1
can't open chrome debugger due rctbatchedbridge.m error,1
build release version examples/uiexplorer.,1
[webview] webview android can`t execute javascript,1
issue installing homebrew,1
syntaxerror: left hand side operator '=' must reference.,1
syntaxerror: left hand side operator '=' must reference.,1
[webview] webview android can`t execute javascript,1
perf monitor j fps,1
io application crash networking code rctnetworking.m#l177,1
use android intent.createchooser get gallery image,1
[0.18.0-rc] class property need semicolon packager throw cryptic error,1
developing io window,1
android build fails project directory named 'foo',1
[0.18.0-rc] class property need semicolon packager throw cryptic error,1
ability update navigationbar navigator,1
failed init project,1
viewpagerandroid allow null child,1
jsc profiler supported.,1
android webview can't open dialog window (for select upload-file),1
"fetch request throwing ""network request failed"" error across host rest end point android",1
module parse failed (for portal),1
error screen enchacment! (0.18.0-rc),1
[text] specify default font family?,1
way render string jsx component react native?,1
react-native-cli v0.1.8 `react-native init project` hang,1
rn support uwp app?,1
[0.18-rc][android] app crash closing (module reactnative registered callable module),1
resolvers appear completely incompatible /w npm3,1
pushnotificationios. presentlocalnotification() work,1
"setstate({value, 'a long long text') io multiline textinput wrap multiline",1
unable resolve module reactupdates,1
layoutanimation android work,1
exception running 'init' [windows] started 0.1.8,1
image tintcolor colorproptype support io,1
borderradius frame component,1
babel config dependency break build,1
set navigatorios navigator background-image?,1
"xcode build failed, hang building dependency graph",1
invalid directory /users/node_modules/reactproptypes,1
button bind issue! (0.18.0-rc),1
referenceerror: can't find variable: _fbbatchedbridge,1
"can't load static image,when put jsbundle image server",1
[0.18-rc] onlychild must passed child exactly one child,1
react packager hang transforming (100% 393/394) demo app (android).,1
change app name,1
using state array,1
can't get started react-native app (ulimit),1
"react-native support full cs selector function,provide dom api like jquery element，my project reactmix useless keep going?",1
react native android get hang loading multiple image,1
error error defined,1
[android] fetch accept-encoding gzip lead app crash,1
change color action icon drawerlayoutandroid?,1
expect mapview android soon?,1
application installing device,1
integration react-native layout abnormal,1
[textinput] programatically restrict textinput value,1
image source property fails including multiple screen density,1
exporting swift value type,1
integrate reactnative eclipse project ?,1
"valid reactcomponent must returned. may returned undefined, array invalid object.",1
can't get started react-native app (ulimit),1
syntaxerror:attempted redefine property 'borderradius'.,1
"error:requiring unknown module.react-pure-render/mixin . sure module ,try restarting module",1
"android react loading j slow reaction, 2 second black, found loading view ios, android. be?",1
text style: text transformation,1
[alertios] change keyboard type prompt(),1
[scrollview] add snaptoalignment snaptointerval functionality android,1
transformerror: awesomeproject/index.ios.js: cannot read property 'error' null,1
getinitialstate working movie tutorial,1
layoutanimation scoped component call,1
change unselected tab colour tabbarios,1
pas configuration parameter javascript build/develop app,1
make tabbarios title bigger?,1
flexbox row overflow & flex-shrink [chat use case],1
crash reporting react native apps,1
config warning closed default ?,1
viewpagerandroid allow null child,1
react native init running,1
react native init running,1
naming collision: flux/node_modules/fbjs/flow/include/errorutils.js,1
[packager][testing] best way get react native running mocha,1
io rn:0.14.2 border radius - blur,1
android image look like strange,1
resizemode's problem,1
"[0.18-rc][packager] packager throw error ""cannot read property 'error' null"" instead babel error",1
error running packager,1
touchablehighlight work unless touchablenativefeedback also included,1
"error happened: typeerror: expected dynamic type string', typeint64",1
0.18-rc babelhelper error,1
0.18[android] got j exception: syntaxerror: attempted redefine property 'componentwillmount',1
[android] allow view accept context? (not themedreactcontext),1
[0.18-rc] error trying debug app real device (iphone): rctnetworking.sendrequest() found,1
"[0.18] requiring module ""nativemodules"" threw exception (line 64 generated bundle)",1
"v0.15.0 - inaccurate error ""looks like installed react-native globally""",1
react-native bundle failed --dev false,1
add getter reactinstancemanager reactactivity,1
[listview] possibility allowing overscroll?,1
[packager] source map correctly referenced j bundle.,1
[art] shape arc stroke bug,1
separate apk google play invalid,1
'react-native upgrade' overwrites .flowconfig without asking,1
[android][textinput] remove underline option?,1
rn 0.17.0/0.18.1 new app - io memory usage keep climbing - leak?,1
module code strict mode code,1
v0.18.0-rc can't run iphone4-ios 7.1,1
documentation improvement - running device,1
[art] text won`t work.,1
$ cd android && ./gradlew assemblerelease command execute window machine,1
"android, subset border radius (bordertopleftradius,borderbottomleftradius, etc) effect",1
horrible memory usage integrated dev environment,1
image invalid source uri crash 0.18 android,1
using xcodebuild build reactnative application,1
naming collision react-native react fbjs\lib\csscore.js,1
[ios] add support setreturnkeytype textinputs?,1
delaypressout throw error/doesn't trigger onpressout,1
[android 0.18] react-native bundle --dev false generate __dev__ = !1,1
[question] use uiwebview/webview layout component,1
0.18 document defined debugging chrome canary,1
alignself:'center' invalid,1
image drawable question,1
unable reuse module,1
text style textdecorationline support android,1
[mapview] 'view' prop fails `converting circular structure json` error,1
object prototype extending,1
example build failed :reactandroid:prepareboost 'boost_1_57_0.zip' zip file,1
"set securetextentry true textinput, style.color work android, io ok",1
listview section header respond state change,1
android error release,1
"""textalignvertical"" valid style property",1
bundling get error,1
[android] formdata fails send data multipart/form-data,1
[scrollview] image fixed inside scrollview,1
touchablewithoutfeedback's onlongpress work debugging chrome,1
error upgrading 0.18.1 : process.env.node_env undefined,1
app crash startup : libc++abi.dylib: terminating uncaught exception type nsexception,1
org.gradle.internal.exceptions.locationawareexception: execution failed task ':app:bundlereleasejsandassets',1
"warning: failed proptype: invalid prop `type` value `themeattrandroid` supplied `tochablenativefeedback`, expected one [""rippleandroid""]",1
close development mode android,1
image w/ subviews radius!,1
serializable animated api,1
[feature] need add lifecycle hook(kind like blur) component,1
nsrangeexception crash io,1
[navigator]by addlistener navigationcontext can't get params 'willfocus/didfocus' event,1
